Date,Slot No.,Alpha_Sensor,Winsen,Temp,RelHum
12/21/2021,SLOT-24,88.74716667,91.98305085,29.33333333,53.52666667
12/22/2021,SLOT-1,100.9237288,89.08474576,28.03559322,57.73389831
12/22/2021,SLOT-2,100.3365,83.03333333,27.18,60.015
12/22/2021,SLOT-3,96.40166667,81.33333333,27.085,59.34833333
12/22/2021,SLOT-4,89.85916667,77.55,26.71,59.47
12/22/2021,SLOT-5,85.359,74.6,26.30833333,59.08666667
12/22/2021,SLOT-6,74.84966667,70.25,25.92333333,58.14333333
12/22/2021,SLOT-7,73.364,71.06779661,25.78833333,57.46666667
12/22/2021,SLOT-8,78.75433333,76.68333333,26.40833333,57.685
12/22/2021,SLOT-9,57.42116667,71.1,29.39833333,48.88333333
12/22/2021,SLOT-10,45.871,75.71666667,34.35166667,38.56666667
12/22/2021,SLOT-11,36.60433333,75.94915254,40.095,27.38666667
12/22/2021,SLOT-12,32.51966102,61.36666667,43.98644068,21.32372881
12/22/2021,SLOT-13,29.89333333,52.18333333,46.89122807,17.92807018
12/22/2021,SLOT-14,32.055,58.66666667,38.96166667,25.98166667
12/22/2021,SLOT-15,33.427,60.11666667,38.285,27.865
12/22/2021,SLOT-16,33.65083333,62.08474576,35.32,29.855
12/22/2021,SLOT-17,36.2955,62.86666667,34.32833333,33.45
12/22/2021,SLOT-18,41.31183333,74.9,34.43333333,39.53666667
12/22/2021,SLOT-19,48.33516667,79.16666667,31.93166667,44.30833333
12/22/2021,SLOT-20,62.8415,90.33333333,30.675,48.98166667
12/22/2021,SLOT-21,70.90166667,98.91666667,30.44166667,48.33166667
12/22/2021,SLOT-22,71.10533333,92.93333333,29.72666667,50.00666667
12/22/2021,SLOT-22,71.10533333,92.93333333,29.72666667,50.00666667
12/22/2021,SLOT-24,97.19083333,104.35,28.495,54.75833333
12/23/2021,SLOT-1,119.6860504,101.8448276,28.11512605,59.86554622
12/23/2021,SLOT-2,128.8581667,99.7,27.65166667,60.69083333
12/23/2021,SLOT-3,124.007,97.56666667,27.51083333,60.2925
12/23/2021,SLOT-4,124.2249167,95.93333333,27.39,59.93166667
12/23/2021,SLOT-5,110.6405833,98.03333333,26.81333333,60.39916667
12/23/2021,SLOT-6,103.8710833,99.51666667,26.5525,59.8775
12/23/2021,SLOT-7,96.29975,99.43333333,26.35833333,59.21
12/23/2021,SLOT-8,93.32583333,97.38983051,26.35666667,59.08333333
12/23/2021,SLOT-9,61.34525,88.26666667,29.73833333,50.56916667
12/23/2021,SLOT-10,47.68041667,96.33333333,35.20666667,38.67916667
12/23/2021,SLOT-11,38.38912088,84.38983051,41.30549451,28.50989011
12/23/2021,SLOT-12,36.156,72.43333333,44.435,22.53
12/23/2021,SLOT-13,27.8825,59.33333333,50.105,16.59666667
12/23/2021,SLOT-14,35.80116667,65.73333333,37.745,25.6
12/23/2021,SLOT-15,42.27464286,76.96491228,35.44821429,31.30535714
12/23/2021,SLOT-16,45.69,84.97674419,35.9075,33.615
12/23/2021,SLOT-17,45.1655,84.38333333,33.51,33.65166667
12/23/2021,SLOT-18,51.84283333,92.38333333,32.75,39.60166667
12/23/2021,SLOT-19,66.35483333,108.4,32.54666667,46.235
12/23/2021,SLOT-20,83.859,115.1,31.01166667,50.905
12/23/2021,SLOT-21,97.01566667,120.9666667,30.51,53.9
12/23/2021,SLOT-22,119.492,123.8666667,30.44333333,55.27666667
12/23/2021,SLOT-22,119.492,123.8666667,30.44333333,55.27666667
12/23/2021,SLOT-24,127.8166667,125.6166667,29.27833333,58.98166667
12/24/2021,SLOT-11,31.73375,71.54237288,44.8375,22.3875
12/24/2021,SLOT-12,27.87266667,65.25,49.39166667,19.16666667
12/24/2021,SLOT-13,28.72316667,59.62711864,50.29333333,16.79666667
12/24/2021,SLOT-14,40.186,73.41666667,37.83833333,28
12/24/2021,SLOT-15,37.7825,69.98333333,37.13333333,33.865
12/24/2021,SLOT-16,40.69033333,71.28333333,34.96166667,35.41
12/24/2021,SLOT-17,40.35666667,72.38333333,34.205,40.2
12/24/2021,SLOT-18,46.70864407,78.78333333,34.4559322,46.71355932
12/24/2021,SLOT-19,63.08233333,92.18333333,32.21166667,53.20166667
12/24/2021,SLOT-20,63.44483333,88.66666667,31.215,56.145
12/24/2021,SLOT-21,59.31183333,82.36666667,30.705,57.625
12/24/2021,SLOT-22,61.86033333,82.91525424,30.17333333,58.83333333
12/24/2021,SLOT-22,61.86033333,82.91525424,30.17333333,58.83333333
12/24/2021,SLOT-24,98.61833333,99.93333333,28.84666667,61.71666667
12/26/2021,SLOT-1,65.14033898,104.2881356,28.52372881,61.44237288
12/26/2021,SLOT-2,59.059,106.8157895,28.30333333,61.72
12/26/2021,SLOT-3,78.93983333,47,27.965,63.34333333
12/26/2021,SLOT-13,24.985,47.33333333,38.3137931,31.13103448
12/26/2021,SLOT-14,23.51142857,48.44444444,37.19642857,37.45357143
12/26/2021,SLOT-15,23.706,44.07692308,36.69833333,36.76666667
12/26/2021,SLOT-16,26.57033333,49.53333333,35.645,40.78
12/26/2021,SLOT-17,31.17883333,57.33333333,35.87333333,45.53666667
12/26/2021,SLOT-18,40.113,69.3,34.22166667,50.18833333
12/26/2021,SLOT-19,57.98166667,83.78333333,31.95166667,56.29
12/26/2021,SLOT-20,79.93431034,91.25,30.83965517,60.00862069
12/27/2021,SLOT-12,18.06271186,48.16,27.99322034,65.77118644
12/27/2021,SLOT-13,20.67660714,49.42372881,34.03035714,50.51071429
12/27/2021,SLOT-14,24.68283333,54.1,45.08,25.04666667
12/27/2021,SLOT-15,27.488,55.95,47.85,21.56333333
12/27/2021,SLOT-16,24.89883333,54.22033898,40.87,30.835
12/27/2021,SLOT-17,24.5375,53.53333333,35.97166667,37.28166667
12/27/2021,SLOT-18,28.17816667,61.38333333,34.215,36.68833333
12/27/2021,SLOT-19,42.29016667,76.08474576,32.39166667,35.37833333
12/27/2021,SLOT-20,49.98933333,84,32.025,40.80333333
12/27/2021,SLOT-21,55.80033333,90.71666667,30.22833333,50.355
12/27/2021,SLOT-22,58.263,93.94915254,30.13,56.12666667
12/27/2021,SLOT-22,58.263,93.94915254,30.13,56.12666667
12/27/2021,SLOT-24,71.56083333,100.9666667,29.73833333,57.83
12/28/2021,SLOT-1,61.20831933,94.13793103,29.4512605,57.14201681
12/28/2021,SLOT-2,76.51441667,105.5166667,29.11083333,57.98916667
12/28/2021,SLOT-3,89.04058333,105.8833333,28.7425,59.21083333
12/28/2021,SLOT-4,100.04975,118.1355932,28.2475,61.90666667
12/28/2021,SLOT-5,86.44277311,97.11666667,27.97058824,63.52773109
12/28/2021,SLOT-6,82.14010204,96.78333333,27.46020408,65.02040816
12/28/2021,SLOT-7,96.63295238,98.25423729,27.37142857,64.4847619
12/28/2021,SLOT-8,63.68633333,91.42105263,27,65.39166667
12/28/2021,SLOT-9,26.53083333,43.52941176,26.67604167,65.43229167
12/28/2021,SLOT-10,19.61608333,39.41666667,26.44083333,65.89916667
12/28/2021,SLOT-11,14.30071429,43.52941176,27.45816327,61.41530612
12/28/2021,SLOT-12,11.13156522,39.41666667,30.84086957,51.8573913
12/28/2021,SLOT-13,10.06453782,36.30508475,37.02941176,38.51764706
12/28/2021,SLOT-14,12.85442478,39.5,42.67610619,24.20353982
12/28/2021,SLOT-15,16.7973,50.68333333,46.811,17.677
12/28/2021,SLOT-16,20.427,54.89830508,45.63833333,19.345
12/28/2021,SLOT-17,15.29033898,45.48333333,38.17627119,32.26440678
12/28/2021,SLOT-18,18.51133333,56.73333333,36.42,36.9
12/28/2021,SLOT-19,27.02666667,70.35,34.25166667,37.71666667
12/28/2021,SLOT-20,31.43783333,77.47457627,31.64666667,38.89
12/28/2021,SLOT-21,40.20816667,95.55,29.58166667,45.13666667
12/28/2021,SLOT-22,47.0185,93.61666667,29.905,53.40666667
12/28/2021,SLOT-22,47.0185,93.61666667,29.905,53.40666667
12/28/2021,SLOT-24,48.94083333,102.55,29.90666667,55.84333333
12/29/2021,SLOT-15,19.33411765,55.81355932,44.98823529,19.02352941
12/29/2021,SLOT-16,20.07561404,62.78333333,39.63508772,24.48070175
12/29/2021,SLOT-17,19.57633333,60.86666667,36.98333333,32.47833333
12/29/2021,SLOT-18,18.40844828,61.84745763,34.70862069,35.96034483
12/29/2021,SLOT-19,24.74233333,72.65,33.3,39.67333333
12/29/2021,SLOT-20,27.5985,76.11666667,31.51333333,39.54
12/29/2021,SLOT-21,32.508,91.08474576,29.12166667,43.63166667
12/29/2021,SLOT-22,37.22816667,88.95,29.58166667,51.52833333
12/29/2021,SLOT-22,37.22816667,88.95,29.58166667,51.52833333
12/29/2021,SLOT-24,40.3305,90.96610169,29.69,54.77333333
12/30/2021,SLOT-1,44.88966102,93.96610169,29.61186441,54.24745763
12/30/2021,SLOT-2,47.77633333,93.83333333,29.19,55.57833333
12/30/2021,SLOT-3,48.87116667,93.18644068,28.80166667,59.74833333
12/30/2021,SLOT-4,66.03633333,92.73333333,28.50166667,60.57666667
12/30/2021,SLOT-5,52.92316667,84.2,28.22,61.235
12/30/2021,SLOT-6,37.1745,76.98305085,27.86333333,62.35
12/30/2021,SLOT-7,39.96633333,77.76666667,27.28333333,63.73333333
12/30/2021,SLOT-8,30.01116667,73.21666667,27.23666667,62.015
12/30/2021,SLOT-9,18.24433333,51.81355932,26.925,61.19166667
12/30/2021,SLOT-10,13.787,38.05,26.70333333,62.23666667
12/30/2021,SLOT-11,10.52883333,30.96610169,28.83,54.215
12/30/2021,SLOT-12,10.11016667,29.77966102,34.09333333,42.06
12/30/2021,SLOT-13,9.858333333,27.1,38.465,33.25
12/30/2021,SLOT-14,10.7025,26.93333333,40.78666667,27.4
12/30/2021,SLOT-15,9.690833333,25.01694915,43.7,23.475
12/30/2021,SLOT-16,10.53322034,27.13333333,39.62711864,27.70847458
12/30/2021,SLOT-17,10.899,28.55,36.19,31.3
12/30/2021,SLOT-18,14.33433333,35.69491525,36.63,31.52
12/30/2021,SLOT-19,20.26383333,39.55,35.565,31.05
12/30/2021,SLOT-20,21.761,42.38333333,32.49166667,33.77166667
12/30/2021,SLOT-21,32.21283333,55.2,29.9,42.16666667
12/30/2021,SLOT-22,24.769,43.20338983,30.24333333,51.13333333
12/30/2021,SLOT-22,24.769,43.20338983,30.24333333,51.13333333
12/30/2021,SLOT-24,28.05416667,46.23333333,30.78166667,53.14833333
12/31/2021,SLOT-1,40.05050847,54.12068966,30.86779661,52.95084746
12/31/2021,SLOT-2,34.2875,51.68333333,30.50333333,53.61666667
12/31/2021,SLOT-3,24.25233333,42.11666667,30.08,55.45166667
12/31/2021,SLOT-4,18.474,34.93220339,29.49666667,57.49833333
12/31/2021,SLOT-5,16.7755,30.3,29.16833333,54.89333333
12/31/2021,SLOT-6,16.9475,29.66666667,28.81666667,51.97666667
12/31/2021,SLOT-7,17.95366667,30.79661017,28.81333333,49.28833333
12/31/2021,SLOT-8,16.7095,28.96666667,29.025,48.17166667
12/31/2021,SLOT-9,14.2335,24.01666667,28.86666667,49.09666667
12/31/2021,SLOT-10,11.8165,22.69491525,28.68166667,49.78666667
12/31/2021,SLOT-11,9.003898305,21.23333333,30.03559322,47.23389831
12/31/2021,SLOT-12,7.566842105,19.83333333,33.1122807,41.5245614
12/31/2021,SLOT-13,9.372711864,21.91525424,37.18305085,34.68983051
12/31/2021,SLOT-14,9.978947368,21.66666667,40.58421053,28.90526316
12/31/2021,SLOT-15,10.53258621,21.3,44.09827586,23.23275862
12/31/2021,SLOT-16,10.32883333,21.30508475,40.58333333,28.35833333
12/31/2021,SLOT-17,10.58383333,22.08333333,37.44833333,33.07
12/31/2021,SLOT-18,11.45933333,25.83333333,36.55166667,33.20166667
12/31/2021,SLOT-19,16.412,37.7,35.94333333,33.59333333
12/31/2021,SLOT-20,18.636,38.37288136,35.25833333,33.405
12/31/2021,SLOT-21,20.07716667,37.3,31.74666667,33.92666667
12/31/2021,SLOT-22,21.08566667,38.41666667,30.825,40.91333333
12/31/2021,SLOT-22,21.08566667,38.41666667,30.825,40.91333333
12/31/2021,SLOT-24,25.5915,43.2,31.82666667,46.86166667
01-01-2022,SLOT-1,25.20169492,44.3220339,31.52372881,47.45762712
01-01-2022,SLOT-2,24.428,43.08474576,30.98333333,48.64
01-01-2022,SLOT-3,22.912,38,30.67833333,49.00333333
01-01-2022,SLOT-4,22.18616667,36.03333333,30.51666667,48.925
01-01-2022,SLOT-5,21.98316667,34.62711864,30.55166667,48.805
01-01-2022,SLOT-6,21.34366667,32.28333333,30.51666667,48.60333333
01-01-2022,SLOT-7,19.56816667,29.06666667,30.26666667,49.39166667
01-01-2022,SLOT-8,18.104,27.06779661,29.97666667,50.205
01-01-2022,SLOT-9,15.425,23.95,29.775,50.71
01-01-2022,SLOT-10,10.23,19.61666667,29.67833333,51.11333333
01-01-2022,SLOT-11,21.48283333,46.7,31.06166667,48.40666667
01-01-2022,SLOT-12,8.499833333,18.59322034,34.04,42.06666667
01-01-2022,SLOT-13,13.8025,32.58333333,38.99166667,32.745
01-01-2022,SLOT-14,9.564666667,18.65,42.90333333,27.215
01-01-2022,SLOT-15,9.814166667,19.06779661,46.655,22.7
01-01-2022,SLOT-16,8.363666667,17.91666667,42.315,28.395
01-01-2022,SLOT-17,7.308333333,17.48333333,39.04833333,32.90333333
01-01-2022,SLOT-18,8.721272727,20.5,39.21818182,32.49090909
01-01-2022,SLOT-19,9.3985,24.11666667,39.13666667,32.62
01-01-2022,SLOT-20,13.05383333,32.81666667,38.41166667,34.40666667
01-01-2022,SLOT-21,21.127,43.13559322,34.86,38.86833333
01-01-2022,SLOT-22,30.2315,59.31666667,29.45166667,40.6
01-01-2022,SLOT-22,30.2315,59.31666667,29.45166667,40.6
01-01-2022,SLOT-24,33.85833333,69.96610169,31.205,54.85833333
01-02-2022,SLOT-1,27.86169492,55.61016949,31.22033898,56.43220339
01-02-2022,SLOT-2,18.469,43.01666667,31.06,56.02333333
01-02-2022,SLOT-3,13.75883333,37.89830508,30.71333333,56.5
01-02-2022,SLOT-4,12.18933333,36.63333333,30.09666667,56.33333333
01-02-2022,SLOT-5,12.25016667,34.33333333,29.67166667,53.26833333
01-02-2022,SLOT-6,11.13616667,29.96610169,29.82833333,50.63333333
01-02-2022,SLOT-7,11.096,27.25,29.54333333,51.09
01-02-2022,SLOT-8,10.87333333,26.81666667,29.23666667,52.045
01-02-2022,SLOT-9,8.4215,22.6779661,29.42166667,51.9
01-02-2022,SLOT-10,6.717166667,18.8,29.25666667,52.79833333
01-02-2022,SLOT-11,5.416833333,16.45,31.155,48.015
01-02-2022,SLOT-12,4.350833333,13.83050847,35.29333333,39.52833333
01-02-2022,SLOT-13,3.965,12.65,39.305,33.09
01-02-2022,SLOT-14,4.624666667,13.66666667,44.42333333,25.68
01-02-2022,SLOT-15,4.2395,12.83333333,48.05666667,20.295
01-02-2022,SLOT-16,4.256440678,12.84745763,42.10508475,25.23389831
01-02-2022,SLOT-17,4.526666667,14.05,37.13666667,30.12333333
01-02-2022,SLOT-18,4.913333333,14.96666667,37.78166667,30.12166667
01-02-2022,SLOT-19,11.338,32.10169492,39.38166667,29.85833333
01-02-2022,SLOT-20,15.60633333,44.5,39.02333333,30.56
01-02-2022,SLOT-21,18.115,42.51666667,36.67666667,40.17666667
01-02-2022,SLOT-22,21.75316667,45.25423729,33.69333333,50.75166667
01-02-2022,SLOT-22,21.75316667,45.25423729,33.69333333,50.75166667
01-02-2022,SLOT-24,16.40666667,42.91666667,32.03,55.16833333
01-03-2022,SLOT-1,12.5640678,33.9137931,31.25084746,57.4779661
01-03-2022,SLOT-2,11.35,31.25,30.88666667,54.485
01-03-2022,SLOT-3,10.55416667,28.36666667,30.72666667,50.61333333
01-03-2022,SLOT-4,10.792,29.44067797,30.42666667,48.48833333
01-03-2022,SLOT-5,11.115,28.96666667,30.03,48.01666667
01-03-2022,SLOT-6,10.97916667,28.35,29.69,47.545
01-03-2022,SLOT-7,10.743,26.74576271,29.39666667,47.42166667
01-03-2022,SLOT-8,11.28183333,28.01666667,29.16,47.25833333
01-03-2022,SLOT-9,11.0595,26.5,29.01333333,47.35833333
01-03-2022,SLOT-10,10.95322034,26.61016949,28.75932203,48.76440678
01-03-2022,SLOT-11,9.545,27.38983051,30.32413793,45.75517241
01-03-2022,SLOT-12,8.474333333,26.91666667,34.24333333,39.02333333
01-03-2022,SLOT-13,7.509,24.86666667,37.45333333,33.98833333
01-03-2022,SLOT-14,7.9635,25.03333333,41.17666667,27.21
01-03-2022,SLOT-15,7.932333333,24.89830508,45.29,21.33666667
01-03-2022,SLOT-16,8.217666667,25.5,41.12333333,24.62
01-03-2022,SLOT-17,10.028,28.85,38.18,30.39166667
01-03-2022,SLOT-18,10.988,31.69491525,36.79333333,30.19
01-03-2022,SLOT-19,13.452,34.38333333,35.555,34.09
01-03-2022,SLOT-20,15.41366667,36.63333333,32.70666667,36.355
01-03-2022,SLOT-21,22.65433333,45,30.69,41.375
01-03-2022,SLOT-22,22.05333333,46.8,30.03,47.69333333
01-03-2022,SLOT-22,22.05333333,46.8,30.03,47.69333333
01-03-2022,SLOT-24,26.155,52.69491525,30.9,54.02666667
01-04-2022,SLOT-1,27.48186441,54.79661017,30.90169492,54.02881356
01-04-2022,SLOT-2,24.05616667,49.58333333,30.72166667,55.41
01-04-2022,SLOT-3,20.8165,49.7,29.93833333,57.90833333
01-04-2022,SLOT-4,20.674,52.08474576,29.46833333,58.81833333
01-04-2022,SLOT-5,19.64183333,52.53333333,29.295,54.14
01-04-2022,SLOT-6,20.83566667,53.46666667,28.945,50.925
01-04-2022,SLOT-7,22.96183333,58.08474576,28.89166667,47.79
01-04-2022,SLOT-8,20.8635,53.13333333,28.535,47.58666667
01-04-2022,SLOT-9,17.81366667,48.36666667,27.91,49.23166667
01-04-2022,SLOT-10,15.792,47.72881356,27.955,48.465
01-04-2022,SLOT-11,12.5462069,40.15517241,29.28275862,45.25172414
01-04-2022,SLOT-12,10.83233333,36.75,33.38666667,38.19666667
01-04-2022,SLOT-13,10.673,34.45,38.33333333,30.075
01-04-2022,SLOT-14,11.81916667,36.88135593,40.49833333,24.715
01-04-2022,SLOT-15,11.48,35.98333333,44.45833333,20.06
01-04-2022,SLOT-16,10.81033333,34.4,40.00666667,24.64666667
01-04-2022,SLOT-17,10.26516667,32.68333333,37.705,28.53833333
