Alpha_Sensor,Winsen,Temp,RelHum
68.023,73.66666667,29.79333333,49.785
68.023,73.66666667,29.79333333,49.785
80.326,84.15,27.59333333,53.83166667
57.899,72.33898305,27.31166667,48.33333333
49.55916667,72.33333333,27.33833333,43.40333333
52.79783333,86.05084746,26.62666667,43.31666667
59.47266667,98.98333333,26.44166667,42.27
57.73733333,100.7,26.17833333,42.1
58.04283333,99.48333333,25.97166667,42.02666667
56.60183333,101.3,25.73833333,42.43333333
57.99783333,98.13333333,26.58833333,41.33666667
55.98033333,77.46666667,30.49833333,35.90666667
45.493,58.75,35.63333333,29.59666667
33.30833333,50.4137931,41.81333333,23.54
32.2055,44.03333333,44.66333333,21.52833333
25.63633333,37.38333333,50.18333333,16.575
34.92766667,45.43333333,39.46333333,26.64833333
35.84066667,45.05,37.06166667,27.215
37.84183333,45.51666667,36.18333333,28.75666667
40.08416667,49.36666667,34.90166667,30.56333333
52.14033333,59.59322034,34.115,40.30333333
63.7225,81.75,31.95333333,44.905
68.00483333,86.8,30.97666667,46.41166667
66.296,87.33333333,30.44333333,46.78333333
78.91383333,89.81666667,29.88666667,48.03666667
78.91383333,89.81666667,29.88666667,48.03666667
92.31116667,89.71666667,28.38666667,54.11
77.86627119,75.3220339,28.06949153,53.95932203
63.3825,68.22033898,27.66,51.19166667
57.66316667,68.36666667,27.63666667,47.99
63.3805,75.98333333,27.16666667,48.285
67.92666667,82.36666667,26.74,47.93
70.79016667,86.85,26.40666667,48.34333333
78.309,99.91666667,26.25666667,47.97166667
73.96016667,97.33333333,26.71,46.69333333
67.51216667,84.44067797,30.05,39.34166667
59.954,75.83333333,34.7,32.12166667
45.37633333,62.57377049,39.545,24.92166667
40.25866667,52.38333333,42.87333333,20.16333333
36.31966667,44.2,43.95333333,17.69
41.25116667,47.83333333,35.795,25.21333333
35.76166667,45.38983051,34.92166667,25.47
51.4535,62.55,34.565,30.33166667
56.00833333,67.53333333,36.12833333,36.05833333
66.685,76.71666667,34.55666667,40.43833333
72.25116667,84.35,32.57333333,45.72166667
77.1625,80,31.055,49.01
93.37416667,89.95,30.52,50.89666667
95.01916667,88.8,30.11,51.66666667
95.01916667,88.8,30.11,51.66666667
120.8733333,105.9322034,29.33333333,53.52666667
129.9415254,102.2542373,28.03559322,57.73389831
125.1563333,95.23333333,27.18,60.015
116.3001667,92.93333333,27.085,59.34833333
109.8818333,88.38333333,26.71,59.47
104.0046667,85.38333333,26.30833333,59.08666667
88.549,80.16666667,25.92333333,58.14333333
87.111,80.98305085,25.78833333,57.46666667
96.37483333,87.5,26.40833333,57.685
73.38516667,80.75,29.39833333,48.88333333
66.09383333,85.78333333,34.35166667,38.56666667
52.47716667,92.18644068,40.095,27.38666667
47.60711864,82.11666667,43.98644068,21.32372881
45.84263158,67.05,46.89122807,17.92807018
45.5075,74.25,38.96166667,25.98166667
51.09566667,87.8,38.285,27.865
49.33233333,95.76271186,35.32,29.855
54.85066667,97.11666667,34.32833333,33.45
61.839,110,34.43333333,39.53666667
70.73016667,127.6666667,31.93166667,44.30833333
92.05416667,133.05,30.675,48.98166667
104.3413333,140.3,30.44166667,48.33166667
99.91033333,143.0666667,29.72666667,50.00666667
99.91033333,143.0666667,29.72666667,50.00666667
128.322,143.8333333,28.495,54.75833333
149.6031092,133.3965517,28.11512605,59.86554622
131.8796667,117.4833333,26.81333333,60.39916667
123.6213333,110.3833333,26.5525,59.8775
115.7560833,107.1833333,26.35833333,59.21
111.6163333,104.3728814,26.35666667,59.08333333
81.82825,89.91666667,29.73833333,50.56916667
67.86758333,80.61666667,35.20666667,38.67916667
53.42472527,90.57627119,41.30549451,28.50989011
54.1665,82.11666667,44.435,22.53
39.226,67.05,50.105,16.59666667
50.602,74.25,37.745,25.6
60.28125,87.28070175,35.44821429,31.30535714
65.56275,96.60465116,35.9075,33.615
62.5685,95.81666667,33.51,33.65166667
70.1495,105.0333333,32.75,39.60166667
92.45033333,122.8666667,32.54666667,46.235
112.5461667,131.55,31.01166667,50.905
122.1675,137.6166667,30.51,53.9
149.564,142.2666667,30.44333333,55.27666667
149.564,142.2666667,30.44333333,55.27666667
42.82125,80.77966102,44.8375,22.3875
38.96233333,73.86666667,49.39166667,19.16666667
39.79733333,67.16949153,50.29333333,16.79666667
55.626,82.86666667,37.83833333,28
52.81016667,79.11666667,37.13333333,33.865
56.2515,80.78333333,34.96166667,35.41
55.69966667,81.8,34.205,40.2
63.69237288,88.9,34.4559322,46.71355932
84.50733333,104.0666667,32.21166667,53.20166667
86.17566667,100.6666667,31.215,56.145
80.39833333,93.1,30.705,57.625
83.426,93.81355932,30.17333333,58.83333333
83.426,93.81355932,30.17333333,58.83333333
126.8303333,112.8666667,28.84666667,61.71666667
96.10898305,117.7966102,28.52372881,61.44237288
89.60066667,120.8947368,28.30333333,61.72
36.22017241,53.55555556,38.3137931,31.13103448
37.00053571,54.52777778,37.19642857,37.45357143
38.00833333,49.53846154,36.69833333,36.76666667
43.3775,55.56666667,35.645,40.78
45.88566667,64.45,35.87333333,45.53666667
61.73616667,77.85,34.22166667,50.18833333
86.34683333,94.21666667,31.95166667,56.29
116.6963793,103,30.83965517,60.00862069
28.73915254,55.2,27.99322034,65.77118644
32.12464286,55.45762712,34.03035714,50.51071429
37.8265,60.76666667,45.08,25.04666667
39.3035,63,47.85,21.56333333
37.28533333,61.11864407,40.87,30.835
36.56433333,60.25,35.97166667,37.28166667
40.80583333,69.23333333,34.215,36.68833333
65.67316667,85.69491525,32.39166667,35.37833333
74.42616667,95.25,32.025,40.80333333
83.70933333,102.6,30.22833333,50.355
86.685,106.559322,30.13,56.12666667
86.685,106.559322,30.13,56.12666667
98.387,116.25,29.73833333,57.83
85.95756303,106.2758621,29.4512605,57.14201681
102.2941667,119.7666667,29.11083333,57.98916667
114.1905833,119.5333333,28.7425,59.21083333
126.11575,134.4576271,28.2475,61.90666667
109.5053782,110.0666667,27.97058824,63.52773109
101.9027551,109.4666667,27.46020408,65.02040816
121.1715238,111.3389831,27.37142857,64.4847619
77.95625,103.7368421,27,65.39166667
50.26458333,111.3389831,26.67604167,65.43229167
32.95575,103.7368421,26.44083333,65.89916667
24.23346939,50.58823529,27.45816327,61.41530612
21.28426087,44.35,30.84086957,51.8573913
19.64277311,40.47457627,37.02941176,38.51764706
23.35654867,44.2,42.67610619,24.20353982
30.1482,56.76666667,46.811,17.677
35.17583333,62.20338983,45.63833333,19.345
26.53423729,51.21666667,38.17627119,32.26440678
29.11366667,63.83333333,36.42,36.9
47.04083333,79.15,34.25166667,37.71666667
47.269,87.49152542,31.64666667,38.89
63.60066667,108.0833333,29.58166667,45.13666667
86.35116667,106.2833333,29.905,53.40666667
86.35116667,106.2833333,29.905,53.40666667
82.24633333,116.5,29.90666667,55.84333333
32.22294118,62.91525424,44.98823529,19.02352941
32.41982456,70.81666667,39.63508772,24.48070175
30.71133333,68.66666667,36.98333333,32.47833333
28.55103448,69.98305085,34.70862069,35.96034483
39.47833333,82.06666667,33.3,39.67333333
40.10183333,86.06666667,31.51333333,39.54
49.19383333,103.1016949,29.12166667,43.63166667
57.77016667,100.9,29.58166667,51.52833333
57.77016667,100.9,29.58166667,51.52833333
60.14333333,102.9491525,29.69,54.77333333
62.85220339,106.3728814,29.61186441,54.24745763
65.50516667,106.3,29.19,55.57833333
63.78733333,105.6101695,28.80166667,59.74833333
86.80716667,104.8833333,28.50166667,60.57666667
67.08783333,95.26666667,28.22,61.235
46.93483333,87.06779661,27.86333333,62.35
49.995,87.95,27.28333333,63.73333333
39.38683333,82.83333333,27.23666667,62.015
38.09083333,58.30508475,26.925,61.19166667
29.0265,42.68333333,26.70333333,62.23666667
19.539,34.83050847,28.83,54.215
19.1645,33.40677966,34.09333333,42.06
17.812,30.15,38.465,33.25
20.6115,30.06666667,40.78666667,27.4
18.36366667,28.05084746,43.7,23.475
19.16525424,30.23333333,39.62711864,27.70847458
18.283,32.03333333,36.19,31.3
23.79783333,40.10169492,36.63,31.52
35.50166667,44.58333333,35.565,31.05
35.323,47.78333333,32.49166667,33.77166667
51.3065,62.73333333,29.9,42.16666667
39.85083333,48.72881356,30.24333333,51.13333333
39.85083333,48.72881356,30.24333333,51.13333333
45.87566667,52.21666667,30.78166667,53.14833333
65.64525424,61.13793103,30.86779661,52.95084746
52.93183333,58.36666667,30.50333333,53.61666667
37.6975,47.28333333,30.08,55.45166667
29.27016667,39.15254237,29.49666667,57.49833333
30.284,34,29.16833333,54.89333333
30.00466667,33.36666667,28.81666667,51.97666667
31.18466667,34.79661017,28.81333333,49.28833333
27.94583333,32.43333333,29.025,48.17166667
34.108,26.96666667,28.86666667,49.09666667
26.94183333,25.38983051,28.68166667,49.78666667
19.0259322,23.41666667,30.03559322,47.23389831
15.08842105,21.9,33.1122807,41.5245614
18.77135593,24.22033898,37.18305085,34.68983051
18.85491228,23.93333333,40.58421053,28.90526316
22.72241379,23.41666667,44.09827586,23.23275862
18.60983333,23.52542373,40.58333333,28.35833333
19.09766667,24.5,37.44833333,33.07
19.87016667,29,36.55166667,33.20166667
24.591,42.36666667,35.94333333,33.59333333
29.66616667,43.22033898,35.25833333,33.405
32.3235,41.83333333,31.74666667,33.92666667
31.41516667,43.26666667,30.825,40.91333333
31.41516667,43.26666667,30.825,40.91333333
37.31483333,48.5,31.82666667,46.86166667
37.3520339,49.84745763,31.52372881,47.45762712
37.86666667,48.44067797,30.98333333,48.64
36.01,42.7,30.67833333,49.00333333
32.7385,40.21666667,30.51666667,48.925
32.7185,38.88135593,30.55166667,48.805
32.2855,36.33333333,30.51666667,48.60333333
30.79816667,32.55,30.26666667,49.39166667
29.173,30.22033898,29.97666667,50.205
26.33116667,26.86666667,29.775,50.71
17.04233333,21.81666667,29.67833333,51.11333333
32.26983333,53.21666667,31.06166667,48.40666667
14.843,20.83050847,34.04,42.06666667
19.915,36.75,38.99166667,32.745
17.24483333,20.83333333,42.90333333,27.215
17.4485,21.33898305,46.655,22.7
14.74316667,20.06666667,42.315,28.395
13.863,19.63333333,39.04833333,32.90333333
16.476,22.75925926,39.21818182,32.49090909
16.9125,26.91666667,39.13666667,32.62
23.05316667,36.98333333,38.41166667,34.40666667
41.00783333,48.84745763,34.86,38.86833333
50.87883333,67.96666667,29.45166667,40.6
50.87883333,67.96666667,29.45166667,40.6
52.18266667,79.81355932,31.205,54.85833333
53.16830508,63.06779661,31.22033898,56.43220339
32.07583333,48.51666667,31.06,56.02333333
24.14966667,42.52542373,30.71333333,56.5
21.00183333,41.16666667,30.09666667,56.33333333
22.26983333,38.7,29.67166667,53.26833333
20.465,33.66101695,29.82833333,50.63333333
20.17166667,30.41666667,29.54333333,51.09
19.2445,29.93333333,29.23666667,52.045
14.87166667,25.33898305,29.42166667,51.9
11.94083333,20.85,29.25666667,52.79833333
10.96466667,18.38333333,31.155,48.015
9.097833333,15.11864407,35.29333333,39.52833333
8.2485,13.71666667,39.305,33.09
8.792,14.85,44.42333333,25.68
9.053833333,13.88333333,48.05666667,20.295
8.815254237,13.94915254,42.10508475,25.23389831
10.06733333,15.45,37.13666667,30.12333333
11.48983333,16.63333333,37.78166667,30.12166667
24.846,36.06779661,39.38166667,29.85833333
31.14633333,50.21666667,39.02333333,30.56
31.29,47.85,36.67666667,40.17666667
38.51066667,51.05084746,33.69333333,50.75166667
38.51066667,51.05084746,33.69333333,50.75166667
28.66116667,48.53333333,32.03,55.16833333
21.76254237,38.05172414,31.25084746,57.4779661
19.79966667,35.21666667,30.88666667,54.485
18.53166667,31.63333333,30.72666667,50.61333333
18.94816667,32.93220339,30.42666667,48.48833333
19.89216667,32.46666667,30.03,48.01666667
18.68916667,31.75,29.69,47.545
18.60716667,29.88135593,29.39666667,47.42166667
19.77083333,31.33333333,29.16,47.25833333
28.874,29.66666667,29.01333333,47.35833333
29.49610169,29.71186441,28.75932203,48.76440678
20.33758621,30.54237288,30.32413793,45.75517241
15.69616667,29.98333333,34.24333333,39.02333333
12.74816667,27.81666667,37.45333333,33.98833333
14.1365,28.08333333,41.17666667,27.21
13.80566667,27.88135593,45.29,21.33666667
15.0835,28.55,41.12333333,24.62
17.10483333,32.25,38.18,30.39166667
18.34366667,35.62711864,36.79333333,30.19
22.264,38.58333333,35.555,34.09
24.76983333,41.2,32.70666667,36.355
35.81416667,50.79661017,30.69,41.375
36.67866667,52.96666667,30.03,47.69333333
36.67866667,52.96666667,30.03,47.69333333
42.8935,59.76271186,30.9,54.02666667
42.10271186,61.84745763,30.90169492,54.02881356
36.13766667,55.83333333,30.72166667,55.41
30.36283333,55.98333333,29.93833333,57.90833333
30.55916667,58.79661017,29.46833333,58.81833333
29.37133333,59.31666667,29.295,54.14
29.6625,60.38333333,28.945,50.925
33.00033333,65.69491525,28.89166667,47.79
29.704,60.06666667,28.535,47.58666667
33.958,54.48333333,27.91,49.23166667
30.9135,53.6779661,27.955,48.465
22.89482759,45.17241379,29.28275862,45.25172414
18.87316667,41.2,33.38666667,38.19666667
19.76766667,38.5,38.33333333,30.075
21.70266667,41.38983051,40.49833333,24.715
21.14266667,40.21666667,44.45833333,20.06
20.2835,38.58333333,40.00666667,24.64666667
19.38216667,36.8,37.705,28.53833333
20.4105,39.74576271,37.55666667,27.03666667
34.963,57.08333333,36.29333333,26.425
47.393,67.78333333,34.98166667,26.685
55.11583333,77.77966102,31.93666667,37.27333333
67.43583333,85.85,31.69833333,51.59833333
67.43583333,85.85,31.69833333,51.59833333
75.41133333,87.11864407,30.35166667,55.27
108.6238983,98.91525424,30.17457627,55.83728814
75.11677966,82.41176471,29.56101695,56.83898305
27.41943396,43.16129032,28.40754717,45.67358491
17.04583333,39.10169492,31.85666667,38.52333333
15.28466667,37,36.01833333,32.785
15.52333333,34.01666667,39.6,25.32166667
13.26983333,28.88333333,44.70833333,19.08
16.6285,32.44067797,42.37666667,20.10333333
21.83568966,44.05,38.20172414,23.85
29.184,50.91666667,37.82333333,23.125
34.79766667,53.79661017,36.44666667,31.94166667
43.72633333,60.68333333,34.31,36.235
46.737,65.33333333,33.42333333,43.00833333
64.44916667,71.38983051,31.25666667,48.045
64.44916667,71.38983051,31.25666667,48.045
53.08766667,75.2,30.28,50.81166667
51.15135593,72.81034483,29.72372881,52.05762712
48.17066667,67.63333333,29.07833333,54.305
39.99433333,58.65,28.69666667,55.13166667
41.592,57.22033898,27.79833333,57.86833333
52.27666667,60.41666667,27.33833333,56.40333333
56.034,63.71666667,27.12333333,55.96333333
47.44866667,61.79661017,26.805,56.59833333
39.03666667,58.83333333,26.585,56.905
31.0425,53.33333333,26.13666667,58.335
28.477,49.05084746,26.05,56.61333333
17.65033898,39.55932203,27.52881356,51.36779661
15.9945,36.2,32.73833333,38.58
18.77166667,39.16666667,38.015,29.53
19.5545,37.98305085,41.24833333,20.605
20.85616667,35.21666667,44.54,17.98166667
21.33516667,41.91666667,40.95166667,21.72666667
21.3725,43.18644068,35.22833333,26.13666667
21.27116667,46.5,35.72833333,28.68833333
28.2705,59.38333333,35.13333333,31.01166667
37.282,73.62711864,33.53666667,35.2
64.5805,94.31666667,31.88333333,40.88333333
69.78216667,102.0833333,30.845,45.61833333
69.78216667,102.0833333,30.845,45.61833333
75.95183333,98.6779661,30.05666667,53.6
55.20779661,80.45762712,29.88813559,54.95932203
49.2215,72.45,29.13833333,57.21666667
45.709,68.47457627,28.27666667,57.76166667
42.298,64.68333333,27.93833333,56.3
41.89183333,64.21666667,27.52,56.47
57.7665,73.61016949,26.82666667,57.13666667
47.93883333,71.08333333,26.415,56.86166667
45.99833333,66.01666667,26.01166667,58.85333333
35.28916667,56.55932203,25.79333333,60.02166667
27.84233333,49.44067797,25.88666667,58.95833333
23.46433333,41.5,27.765,54.05
21.2485,46.43333333,31.28166667,44.45166667
22.42416667,50.22033898,37.11833333,32.51
22.169,47.96666667,41.69166667,25.42666667
17.98847458,40.58333333,47.74237288,20.76440678
17.9525,39.59322034,44.39333333,25.80333333
23.53516667,51.13333333,38.85333333,32.525
28.12416667,54.18333333,38.54833333,29.44666667
28.52633333,59.15254237,38.09,31.65833333
41.41183333,69.35,36.595,35.43333333
45.5895,78.35,33.535,39.535
110.3155,83.3,31.285,45.93166667
110.3155,83.3,31.285,45.93166667
53.85933333,83.43333333,30.105,51.03833333
53.48355932,82.18644068,29.70508475,54.18305085
49.9875,76.50847458,28.905,54.08666667
45.77916667,72.31666667,28.69833333,53.80333333
42.89133333,67.73333333,28.06833333,55.455
51.84183333,70.25423729,27.55166667,56.72333333
57.76483333,69.41666667,27.20666667,56.49666667
56.2915,69.75,26.91166667,56.79333333
55.54883333,69.30508475,25.955,61.16166667
44.6875,62.16666667,25.95,61.26166667
35.38016667,56.23333333,26.10333333,60.70833333
36.72316667,67.86440678,26.98166667,58.93833333
18.00433333,41.73333333,30.37333333,51.84333333
11.89716667,34.81666667,36.41666667,40.50666667
14.35033333,33.16949153,42.64166667,29.97666667
15.153,31.53333333,45.46333333,25.13333333
12.47533333,24.56666667,46.24666667,24.005
6.993666667,13.3220339,39.18833333,31.21
10.00833333,19.05,38.63833333,30.66666667
19.49383333,34.16666667,38.30666667,26.11833333
21.961,39.31666667,36.93166667,25.79166667
30.264,44.79661017,33.71833333,34.45833333
39.47733333,52.68333333,31.21166667,45.715
39.47733333,52.68333333,31.21166667,45.715
37.78733333,52.22033898,29.25,51.965
26.9820339,44.13559322,29.06949153,52.61016949
23.507,38.25,28.66333333,52.79833333
20.66883333,33.25423729,28.06833333,51.92
19.408,31.81666667,27.98166667,51.17166667
18.84466667,30.96666667,27.37833333,51.77
18.33266667,29.62711864,27.03333333,52.22
16.945,27.58333333,26.745,52.99
21.04483333,29.43333333,26.515,53.02166667
17.46816667,27.81355932,26.25666667,53.51333333
15.55066667,25.55,26.07833333,54.21
11.03216667,23.51666667,27.25833333,53.31
9.039666667,20.06779661,31.16833333,44.51666667
7.062166667,17.13333333,37.81833333,34.72166667
9.107,15.41666667,45.095,24.91
9.821166667,15.30508475,48.92666667,19.86666667
11.34633333,18,45.88833333,23.045
9.919833333,20.7,39.43666667,30.87166667
12.96166667,21.77966102,38.405,34.865
18.48716667,25,36.65333333,36.99666667
21.975,26.43333333,35.42833333,39.66
28.493,26.58333333,33.56,47.125
31.14966667,28.33898305,31.76666667,52.525
31.14966667,28.33898305,31.76666667,52.525
50.064,38.05,30.12333333,56.29833333
47.52152542,40.34482759,29.6220339,56.47118644
45.504,46.81666667,29.18333333,58.75666667
52.59516667,47.98333333,28.50333333,59.81
45.88566667,37.22033898,28.20833333,60.045
43.11316667,36.51666667,28.28166667,60.24
58.274,53.37288136,27.43166667,62.55
33.87016667,44.05,27.28333333,62.44166667
22.7335,39.43333333,27.19833333,62.35166667
20.313,32.45762712,26.61333333,60.85666667
19.62666667,27.66666667,28.55333333,53.26166667
12.38083333,20.51666667,33.73333333,41.635
11.99233333,20.10169492,37.49166667,34.42166667
15.67883333,15.46666667,41.41166667,28.98833333
15.5935,11.71666667,45.85666667,21.92666667
17.37366667,10.89830508,41.46166667,26.58166667
18.275,11.3,36.94166667,32.53833333
18.995,13.86666667,34.95,36.00166667
22.949,14.91666667,34.03166667,38.77166667
22.10116667,18.05084746,33,41.54166667
24.02533333,23.51666667,30.935,46.02333333
22.46733333,26.86666667,30.32666667,48.88
22.46733333,26.86666667,30.32666667,48.88
58.208,70.6,29.14166667,50.64666667
61.14745763,70.54237288,28.40677966,51.46271186
39.5575,48.23728814,27.79166667,52.49166667
31.11083333,42.91666667,27.06833333,55.32
28.20816667,40.23333333,26.69166667,55.90333333
36.658,56.11864407,26.195,58.12833333
54.1345,53.56666667,25.68,56.61333333
43.2375,41.96610169,25.15333333,56.39
24.051,36.03333333,25.16166667,55.48166667
18.40333333,22.5,24.73,56.895
21.11932203,22.06779661,25.12372881,54.21694915
17.7887931,20,27.24137931,49.47931034
14.92931034,12.5,32.25344828,39.77586207
12.5140678,11.91525424,34.89491525,36.15762712
11.8545614,10.05,36.27192982,33.94210526
10.34983051,6.55,38.46949153,30.61864407
10.15965517,6.271186441,39.48793103,28.54310345
9.728070175,6.166666667,35.44210526,33.01754386
10.48033333,7.833333333,35.78333333,32.69
13.8395,9.949152542,35.19666667,32.44333333
20.44683333,14.95,34.15333333,34.97833333
23.89583333,21.28333333,31.89166667,41.10166667
25.6935,25.27118644,28.95666667,47.31166667
25.6935,25.27118644,28.95666667,47.31166667
38.3255,51.68333333,27.105,51.4
60.53728814,38.63793103,26.68983051,51.25762712
31.21883333,36.43333333,26.32,50.33833333
17.5175,23.6,26.08333333,50.74
17.73233333,23.91525424,25.20333333,54.06333333
17.04883333,23.38333333,24.81333333,56.015
17.52916667,21.6,24.34666667,57.95
16.77533333,21.18644068,23.84166667,60.64166667
14.10733333,21.88333333,23.41333333,61.93166667
11.675,19.98333333,23.09333333,62.64166667
19.31389831,21.50847458,22.96101695,62.08474576
19.20516667,28.2,25.225,54.55666667
16.673,28.45,30.30166667,43.05666667
13.343,26.63793103,35.19833333,33.925
12.85431034,24.11666667,40.26551724,26.32413793
13.317,27.5,43.985,20.55833333
12.5979661,27.16949153,42.61186441,22.13559322
12.63233333,31.2,36.755,28.915
15.66833333,32.61666667,36.32666667,28.95666667
23.7315,43.13333333,35.55666667,29.37
26.0515,46.25423729,34.43,32.14833333
29.303,55.28333333,31.31333333,39.12
35.36966667,69.93333333,29.50666667,45.25833333
35.36966667,69.93333333,29.50666667,45.25833333
39.90183333,63.48333333,27.91166667,50.34333333
36.5940678,66.79661017,27.48644068,52.26271186
31.65666667,62.01694915,26.825,54.84333333
26.65666667,53.85,26.54333333,55.22166667
24.91916667,52.25,25.55833333,58.27666667
23.5925,52.62711864,25.2,58.04
23.02983333,52.85,25.06666667,58.17333333
30.6045,62.75,24.71833333,59.26833333
24.77066667,57.62711864,24.81833333,58.195
22.729,47.4,24.36166667,59.35666667
23.79216667,42.15,23.96,60.90833333
16.20516667,39.52542373,25.68166667,55.415
15.71733333,36.73333333,28.88333333,47.45833333
19.30210526,38.83333333,35.39649123,34.86666667
21.15574468,41.62711864,41.17021277,25.67446809
24.57777778,45.44067797,42.31111111,23.18888889
20.76423729,41.08333333,43.18983051,22.23898305
18.86338983,38.30508475,40.39830508,25.96271186
21.67033333,39.23333333,36.12166667,33.93833333
26.36516667,41.98333333,34.61833333,37.34666667
34.78,56.16949153,33.65833333,38.645
38.14333333,60.83333333,31.735,43.04
42.56466667,59.61666667,29.35166667,49.52666667
42.56466667,59.61666667,29.35166667,49.52666667
35.29066667,50.68333333,28.31,52.745
43.63983051,60.89830508,27.81355932,53.32711864
36.689,57.30508475,27.09166667,55.12
29.96433333,54.15,26.81666667,56.095
32.66183333,61.78333333,26.23333333,58.27166667
29.86016667,60.3559322,26.325,57.00333333
26.0935,56.16666667,26.18833333,58.54833333
26.54833333,55.5,25.88333333,60.4
27.794,55.28813559,26.24166667,58.61833333
26.3505,50.16666667,25.99,58.88
23.726,40.83333333,25.52,59.63833333
19.6315,30.16666667,26.365,57.71
11.12067797,20.13793103,30.25762712,47.99152542
10.434,17.6,34.51,38.95833333
9.096,12.85,39.15666667,29.6
9.134833333,13.88135593,44.40166667,21.94833333
9.5635,14.93333333,42.05666667,24.25333333
9.799,15.83333333,36.94333333,31.17333333
12.55633333,17.91525424,36.21666667,34.12166667
13.5775,19.01666667,35.51666667,35.9
15.35666667,21.86666667,34.28333333,38.10833333
22.448,28.66666667,31.83333333,42.62
22.63833333,29.89830508,30.12333333,46.79833333
22.63833333,29.89830508,30.12333333,46.79833333
20.09366667,33.36666667,28.99,50.32
17.4040678,31.5862069,28.54576271,50.99830508
16.4715,30.46666667,28.19833333,52.415
17.808,30.86666667,27.60166667,54.585
16.83983333,30.47457627,27.12666667,56.105
16.53366667,30.01666667,26.83666667,56.86
16.77366667,29.85,26.38833333,58.485
18.77866667,31.49152542,26.21333333,58.25333333
16.494,30.75,25.94666667,58.44
14.7165,27.71666667,25.70333333,59.325
15.38416667,27.15254237,25.47666667,59.52833333
21.80216667,37.83333333,27.395,54.47333333
14.29516667,29.7,31.14,46.46333333
11.54216667,25.22033898,36.81666667,36.975
10.26866667,20.96666667,41.86333333,27.03666667
8.996,16.8,46.43666667,19.14166667
9.131333333,16.51724138,43.05166667,21.40833333
21.5,43.33333333,37.57833333,26.815
